book	chapter	verse	figure	english_snippet	note	source
07-judges	10	8	doublet	crushed and oppressed	These two words basically mean the same and emphasize how much the Israelites suffered. Alternate translation: “terribly oppressed”	door43_utn
07-judges	11	11	doublet	leader and commander	These two words basically have the same meaning repeated to emphasize how important Jephthah had became. You can combine the two words. Alternate translation: “commander”	door43_utn
07-judges	13	7	merism	from the time he is in your womb until the day of his death	This emphasizes that it would be for his entire life. Alternate translation: “all his life”	door43_utn
07-judges	20	1	merism	from Dan to Beersheba	This refers to the land as a whole. Alternate translation: “from all the eleven tribes”	door43_utn
07-judges	20	6	hendiadys	wickedness and outrage	The word “outrage” describes the “wickedness.” Alternate translation: “outrageous wickedness”	door43_utn
07-judges	20	7	doublet	give your advice and counsel here	The words “advice” and “counsel” refer to the same thing and are repeated for emphasis. They can be combined. Alternate translation: “decide what we need to do about this”	door43_utn
08-ruth	2	10	doublet	Then she fell on her face and bowed down to the ground	These are two descriptions of a single action. If this is confusing in your language, use only one description, as in the UST.	door43_utn
08-ruth	2	11	doublet	Boaz answered and said	Both **answered** and **said** describe the same action. If this is confusing in your language, you may want to use only one verb for this, as in the UST.	door43_utn
09-1samuel	1	11	doublet	and remember me, and not forget	These two phrases mean basically the same thing. The repetition is used for emphasis. If your readers would misunderstand this, you could combine these two phrases. Alternate translation: “and indeed remember”	door43_utn
09-1samuel	2	6	merism	Yahweh kills … brings to life … brings down … raises up	Yahweh is in control of everything.	door43_utn
09-1samuel	2	7	merism	makes some people poor … some rich … humbles … lifts up	Yahweh is in control of everything.	door43_utn
09-1samuel	3	12	merism	from beginning to end	This is a merism for completeness. Alternate translation: “absolutely everything”	door43_utn
09-1samuel	3	20	merism	from Dan to Beersheba	This is a merism for “in every part of the land.” Alternate translation: “from one end of the land to the other” or “from Dan in the very north to Beersheba in the very south”	door43_utn
09-1samuel	5	9	merism	both small and great	This could mean: (1) this is a merism that refers to age. Alternate translation: “men of all ages” or (2) this is a merism that refers social class. Alternate translation: “from the poorest and weakest men to the richest and most powerful men”	door43_utn
09-1samuel	14	6	merism	by many or by few people	These extremes also include everything in between. Alternate translation: “by any number of people”	door43_utn
09-1samuel	17	11	doublet	they were discouraged and greatly afraid	The words “discouraged” and “greatly afraid” mean basically the same thing and emphasize the intensity of their fear.	door43_utn
09-1samuel	18	28	doublet	Saul saw, and he knew	Here the words “saw” and “knew” share similar meanings and emphasize that Saul knew with certainty. Alternate translation: “Saul recognized”	door43_utn
09-1samuel	20	2	merism	nothing either great or small	The words “great or small” include everything in between. Alternate translation: “nothing at all”	door43_utn
09-1samuel	23	22	doublet	Learn and find out	These two words mean almost the same thing and can be translated as one phrase. Alternate translation: “Know for sure”	door43_utn
09-1samuel	23	27	hendiadys	Hurry and come	The words “hurry” and “come” can be combined into one idea. Alternate translation: “Come quickly”	door43_utn
10-2samuel	3	32	doublet	The king wept and cried loudly	The words “wept” and “cried loudly” mean basically the same thing and emphasize how much David mourned for Abner.	door43_utn
10-2samuel	3	38	hendiadys	a prince and a great man	These two phrases both refer to Abner. Alternate translation: “a great prince”	door43_utn
10-2samuel	6	21	doublet	over the people of Yahweh, over Israel	Here “the people of Yahweh” and “Israel” mean the same thing.	door43_utn
10-2samuel	7	16	doublet	Your house and kingdom will be confirmed forever before you	Here the word “house” represents David’s descendants, who will rule as kings. Here “kingdom” means about the same thing as “house.” This can also be stated in active form. Alternate translation: “You will live to see me establish your family and their rule over the people of Israel forever”	door43_utn
